time,x,y,z,roll,pitch,yaw
1767717710.969675,31.192940,0.191827,0.198435,0.012686,0.027621,-0.021730
1767717711.116261,31.335798,0.183931,0.126985,0.022899,0.025003,-0.022749
1767717711.259484,31.496931,0.164398,0.195330,0.020816,0.027598,-0.023034
1767717711.408000,31.617437,0.190906,0.108104,0.013242,0.020216,-0.028475
1767717711.559711,31.732843,0.185405,0.226837,0.015845,0.023097,-0.027474
1767717711.708083,32.035038,0.188206,0.138879,0.014718,0.019190,-0.036344
1767717711.860284,32.185555,0.179203,0.165379,0.008371,0.017407,-0.039100
1767717712.021180,32.545464,0.168606,0.206654,0.010241,0.031850,-0.039619
1767717712.182381,32.805248,0.159006,0.198697,0.015034,0.038277,-0.046477
1767717712.355591,32.897152,0.160848,0.087058,0.010608,0.038180,-0.053270
1767717712.511324,33.205879,0.144539,0.125149,0.016312,0.019828,-0.056596
1767717712.658216,33.402657,0.142097,0.202937,0.015035,0.022132,-0.057520
1767717712.802708,33.667477,0.122210,0.199358,0.014842,0.019171,-0.062573
1767717712.958664,33.795559,0.131587,0.120575,0.009555,0.030907,-0.066279
1767717713.105430,34.068111,0.141558,0.152789,0.012254,0.026669,-0.049954
1767717713.253430,34.215855,0.132829,0.191566,0.013946,0.021193,-0.037914
1767717713.397250,34.520920,0.122466,0.145045,0.010297,0.021604,-0.040611
1767717713.555171,34.664932,0.099468,0.190335,0.017701,0.025617,-0.039625
1767717713.706819,34.953617,0.106238,0.135953,0.012911,0.039943,-0.040990
1767717713.851765,35.127239,0.098272,0.133937,0.020475,0.047084,-0.042113
1767717713.982445,35.315006,0.105769,0.172817,0.018040,0.041791,-0.047241
1767717714.118729,35.586624,0.130454,0.170593,0.021603,0.025634,-0.035156
1767717714.257441,35.691296,0.123491,0.160825,0.027580,0.022067,-0.020005
1767717714.397492,36.032757,0.106758,0.179697,0.025495,0.022922,-0.014663
1767717714.536687,36.113411,0.125056,0.169494,0.018614,0.027319,-0.018961
1767717714.676670,36.337597,0.118353,0.177046,0.020282,0.015960,-0.015875
1767717714.814502,36.575283,0.118872,0.204638,0.017913,0.014950,-0.026792
1767717714.960860,36.710350,0.116436,0.145882,0.019246,0.017946,-0.032435
1767717715.098414,37.027233,0.109980,0.188924,0.022818,0.007999,-0.032576
1767717715.243380,37.108250,0.112991,0.126249,0.029681,0.016781,-0.033902
1767717715.389043,37.425026,0.126576,0.137355,0.027336,0.010914,-0.030239
1767717715.529159,37.629318,0.142925,0.191222,0.031399,0.020356,-0.019841
1767717715.693776,37.877987,0.139900,0.196290,0.019706,0.009506,-0.000783
1767717715.831693,38.007496,0.142134,0.178964,0.025351,0.007651,0.001474
1767717715.966857,38.205456,0.134878,0.147577,0.023506,0.014936,0.000337
1767717716.104618,38.497395,0.157347,0.177705,0.024062,0.024590,0.001472
1767717716.252393,38.629463,0.149693,0.173336,0.028116,0.024719,0.003816
1767717716.388166,38.874008,0.155412,0.172191,0.020992,0.004296,-0.001184
1767717716.527423,39.061512,0.183437,0.183823,0.022026,0.020456,-0.000571
1767717716.660150,39.212055,0.181498,0.217509,0.023022,0.015207,-0.003524
1767717716.801706,39.479347,0.176791,0.210607,0.011035,0.029888,-0.011409
1767717716.942112,39.593021,0.175779,0.116421,0.018838,0.035347,-0.012319
1767717717.082665,39.776569,0.174327,0.220562,0.016515,0.041052,-0.012109
1767717717.219470,40.033150,0.181175,0.174308,0.009371,0.029296,-0.017389
1767717717.357373,40.235130,0.172865,0.194657,0.014392,0.012037,-0.018138
1767717717.499664,40.477467,0.172204,0.139969,0.013180,0.015807,-0.031083
1767717717.643415,40.639740,0.180498,0.224444,0.006023,0.019030,-0.033787
1767717717.780810,40.682964,0.167925,0.099921,0.017030,0.016576,-0.035423
1767717717.922870,41.056644,0.155588,0.239821,0.015908,0.009605,-0.040958
1767717718.059259,41.205544,0.168478,0.145008,0.020893,0.029226,-0.044671
1767717718.197096,41.466522,0.148310,0.177867,0.034069,0.015562,-0.045814
1767717718.333475,41.610737,0.139361,0.222930,0.032988,0.013068,-0.046030
1767717718.471593,41.738552,0.137067,0.185625,0.035425,0.008676,-0.047756
1767717718.608707,42.030281,0.123966,0.201057,0.035984,0.003022,-0.053035
1767717718.739109,42.210583,0.099981,0.195119,0.036294,0.026504,-0.057057
1767717718.877378,42.489594,0.110106,0.157216,0.035068,0.030776,-0.064725
1767717719.012968,42.570267,0.087691,0.268153,0.039307,0.012383,-0.066000
1767717719.149917,42.761932,0.086953,0.149562,0.034910,0.035714,-0.071023
1767717719.298998,43.104069,0.086237,0.166797,0.038554,0.016321,-0.059621
1767717719.439967,43.282230,0.118116,0.279523,0.037120,0.007120,-0.032802
1767717719.581203,43.352192,0.109523,0.166866,0.030292,0.020320,-0.022115
1767717719.722306,43.635288,0.078911,0.228800,0.040582,0.008120,-0.023361
1767717719.862037,43.774948,0.088221,0.237748,0.034434,0.011789,-0.030330
1767717720.006797,44.136944,0.111328,0.208855,0.040523,0.017732,-0.029142
1767717720.149360,44.254395,0.080783,0.246290,0.039067,0.024049,-0.030524
1767717720.287912,44.419888,0.096073,0.209631,0.031005,0.024543,-0.032141
1767717720.423166,44.694500,0.085862,0.218199,0.038146,0.021408,-0.033198
1767717720.571894,44.834068,0.089879,0.240123,0.034382,0.017711,-0.030043
1767717720.718873,45.116959,0.090563,0.245614,0.038284,0.019080,-0.025703
1767717720.879088,45.272041,0.093399,0.241986,0.029766,0.006704,-0.026023
1767717721.069483,45.444492,0.101558,0.169826,0.034611,0.005115,-0.023822
1767717721.211283,45.706455,0.092943,0.276807,0.017323,0.021576,-0.043316
1767717721.348896,46.047638,0.096346,0.186612,0.015770,-0.005735,-0.047249
1767717721.487756,46.171227,0.108547,0.216881,0.023214,0.044376,-0.031696
1767717721.629688,46.389267,0.115844,0.205929,0.021480,0.032244,-0.013705
1767717721.768991,46.518780,0.124795,0.326983,0.023308,0.017515,-0.007801
1767717721.901869,46.812218,0.100328,0.287355,0.032927,-0.000512,-0.016336
1767717722.024330,46.917362,0.092740,0.260324,0.031979,0.002830,-0.023580
1767717722.146967,47.012630,0.093200,0.352853,0.016690,0.007990,-0.029863
1767717722.265620,47.298187,0.123380,0.208354,0.016037,0.018764,-0.023730
1767717722.385246,47.401775,0.105497,0.271410,0.031065,0.017196,-0.020466
1767717722.503577,47.655540,0.093076,0.295827,0.015437,0.020507,-0.032091
1767717722.631001,47.938786,0.108205,0.208377,0.021392,0.035442,-0.016117
1767717722.749011,48.029747,0.129577,0.256504,0.017014,0.022851,0.024371
1767717722.887199,48.140976,0.164812,0.300910,0.018786,0.019695,0.046494
1767717723.024043,48.375729,0.181991,0.285710,0.012919,0.007686,0.053019
1767717723.151295,48.499321,0.204549,0.267723,0.013979,0.007811,0.050210
1767717723.291327,48.681225,0.203496,0.274548,0.012776,0.003733,0.052941
1767717723.445138,48.955025,0.246827,0.268568,0.002862,0.009055,0.056223
1767717723.583635,49.083218,0.262413,0.297636,-0.000203,0.001337,0.056197
1767717723.722894,49.203911,0.274648,0.290017,0.004887,-0.002686,0.055478
1767717723.893328,49.618103,0.274450,0.206792,-0.008000,0.025026,0.001427
1767717724.035203,49.753117,0.259260,0.356344,-0.000765,0.015750,-0.009632
1767717724.173750,49.927422,0.280024,0.289682,-0.007989,0.022396,-0.010039
1767717724.306795,50.191307,0.286604,0.279917,-0.010819,0.005454,-0.003499
1767717724.453562,50.344093,0.278057,0.309118,-0.005380,0.025908,-0.005181
1767717724.592720,50.502495,0.297058,0.382909,-0.026059,0.012417,-0.014151
1767717724.731547,50.754974,0.321707,0.313025,-0.020918,0.002743,-0.014861
1767717724.879416,50.921970,0.291333,0.353120,-0.029470,0.010606,-0.021495
1767717725.018616,51.092091,0.328421,0.310909,-0.036378,0.003333,-0.023016
1767717725.159565,51.212143,0.330916,0.303231,-0.030299,0.012914,-0.021634
1767717725.296731,51.516441,0.330268,0.255929,-0.037277,0.036808,-0.024067
1767717725.451585,51.801708,0.335742,0.306678,-0.030333,0.010818,-0.025144
1767717725.592330,51.938923,0.330867,0.289681,-0.022749,0.006806,-0.025866
1767717725.734636,52.048950,0.312206,0.440621,-0.026809,-0.016394,-0.030922
1767717725.879749,52.334770,0.315763,0.375210,-0.020179,-0.001637,-0.028614
1767717726.022950,52.696178,0.309069,0.274171,-0.017327,0.033139,-0.031778
1767717726.175675,52.746376,0.285230,0.402730,-0.001328,0.024698,-0.034044
1767717726.318681,53.138752,0.304496,0.313851,-0.018354,0.024910,-0.045418
1767717726.467941,53.262638,0.291223,0.317383,-0.007945,0.013733,-0.039783
1767717726.609396,53.345890,0.292767,0.346701,-0.008823,0.015254,-0.042662
1767717726.762981,53.516331,0.295164,0.302661,-0.011411,-0.006715,-0.046661
1767717726.909297,53.818237,0.273688,0.367906,-0.010560,0.001271,-0.049938
1767717727.054733,54.103901,0.262733,0.302394,0.002605,0.026053,-0.051242
1767717727.206653,54.218231,0.248734,0.379088,-0.004233,0.005778,-0.057029
1767717727.341210,54.535439,0.248092,0.364158,-0.000058,0.016878,-0.062856
1767717727.487330,54.694492,0.240450,0.346932,-0.006183,0.013569,-0.064596
1767717727.635712,55.009987,0.227136,0.394722,-0.005794,0.013396,-0.068473
1767717727.813200,55.349838,0.215202,0.362903,-0.001144,0.022322,-0.055601
1767717728.020946,55.643894,0.211139,0.320889,-0.001675,0.030669,-0.026544
1767717728.184433,55.809132,0.228094,0.383034,0.008007,0.030840,0.004530
1767717728.338856,55.973896,0.254146,0.335142,0.001148,0.029471,0.027199
1767717728.479916,56.154972,0.275742,0.379090,-0.002172,0.009940,0.025901
1767717728.615526,56.426598,0.300486,0.350140,-0.003822,0.010710,0.028796
1767717728.751535,56.569492,0.304302,0.361265,-0.004911,0.003397,0.026295
1767717728.890844,56.697407,0.310224,0.379975,-0.002243,0.020078,0.023398
1767717729.028340,57.027103,0.343164,0.301989,-0.014728,0.029514,0.014918
1767717729.166579,57.194626,0.338238,0.307452,-0.017729,0.026893,0.014031
1767717729.342442,57.411930,0.340686,0.352108,-0.012221,0.024408,0.015309
1767717729.565902,57.674461,0.384088,0.350834,-0.024348,0.022879,0.012260
1767717729.759702,58.003223,0.362741,0.407594,-0.020943,0.043982,0.006522
1767717729.942821,58.339027,0.394911,0.322897,-0.021703,0.027638,0.001568
1767717730.124014,58.567139,0.392043,0.397156,-0.040057,0.008129,-0.008861
1767717730.280101,58.762012,0.415588,0.327928,-0.039302,0.029082,-0.003462
1767717730.431743,58.999264,0.414748,0.398836,-0.031151,0.035332,-0.009864
1767717730.575018,59.181969,0.424932,0.361001,-0.038681,0.033809,-0.010295
1767717730.721457,59.463448,0.417592,0.353507,-0.017890,0.028580,-0.012735
1767717730.862736,59.657803,0.418989,0.385226,-0.028447,0.017707,-0.015755
1767717731.007386,59.896004,0.442555,0.343202,-0.022597,0.025535,-0.006568
1767717731.147811,60.002125,0.447755,0.403278,-0.023346,0.011781,-0.004686
1767717731.286582,60.143261,0.440864,0.350838,-0.027662,0.034392,-0.009415
1767717731.426131,60.459576,0.452253,0.340897,-0.031726,0.032388,-0.005936
1767717731.571032,60.635376,0.464917,0.313891,-0.028952,0.029144,-0.007005
1767717731.709044,60.729984,0.466335,0.398254,-0.030752,0.023142,-0.015423
1767717731.840915,61.012318,0.477705,0.314141,-0.038256,0.028839,-0.023265
1767717731.984638,61.225113,0.475981,0.375897,-0.036761,0.023692,-0.022081
1767717732.123872,61.557076,0.480572,0.331351,-0.053421,0.014588,-0.028890
1767717732.262498,61.601749,0.482794,0.372896,-0.044489,0.018086,-0.027255
1767717732.391555,61.755524,0.479554,0.275728,-0.040660,0.024803,-0.031124
1767717732.516545,61.872849,0.469666,0.411629,-0.041218,0.022082,-0.037924
1767717732.640995,62.057281,0.477082,0.322541,-0.043839,0.037130,-0.044183
1767717732.767629,62.365395,0.478400,0.317620,-0.033212,0.033800,-0.034768
1767717732.888318,62.510639,0.476403,0.457683,-0.035971,0.013442,-0.036491
1767717733.004508,62.627617,0.461829,0.330672,-0.052999,0.031960,-0.040374
1767717733.118210,63.005989,0.491327,0.274437,-0.034281,0.026464,0.004396
1767717733.242698,63.030842,0.529998,0.400260,-0.047479,0.028093,0.004631
1767717733.360326,63.226658,0.527926,0.269489,-0.055186,0.019960,0.000879
1767717733.475963,63.315475,0.508599,0.475176,-0.039125,-0.010782,-0.003807
1767717733.591368,63.474258,0.513568,0.297169,-0.038175,0.020728,-0.005796
1767717733.706463,63.575500,0.536948,0.515380,-0.055783,-0.000165,-0.007894
1767717733.831423,63.952007,0.553270,0.358307,-0.040245,0.030461,-0.006772
1767717733.963997,64.071014,0.548716,0.344811,-0.058554,0.042864,-0.010092
1767717734.102675,64.272049,0.564512,0.330396,-0.059062,0.035635,-0.008059
1767717734.235624,64.530807,0.571217,0.376873,-0.061537,0.035816,-0.016150
1767717734.360527,64.690834,0.576366,0.320490,-0.062596,0.037518,-0.016077
1767717734.490920,64.800598,0.581042,0.343756,-0.063923,0.028829,-0.012063
1767717734.618221,64.993279,0.575110,0.370208,-0.065356,0.022887,-0.014290
1767717734.770275,65.251465,0.584661,0.349897,-0.066653,0.023431,-0.015639
1767717734.906115,65.396606,0.595324,0.358791,-0.057268,0.019518,-0.014208
1767717735.042834,65.676987,0.618498,0.390900,-0.059717,0.031048,-0.013025
1767717735.165719,65.826958,0.585691,0.300984,-0.060450,0.045417,-0.018574
1767717735.290516,65.968697,0.593331,0.383133,-0.052652,0.030103,-0.018463
1767717735.411386,66.105202,0.590814,0.313639,-0.055192,0.041115,-0.029547
1767717735.532506,66.359184,0.590071,0.348771,-0.048483,0.025402,-0.042472
1767717735.656383,66.600578,0.583323,0.381464,-0.049637,0.009121,-0.051459
1767717735.829873,66.817940,0.561279,0.422825,-0.043164,0.019110,-0.056933
1767717735.957983,67.025513,0.548401,0.309699,-0.044284,0.040507,-0.060848
1767717736.095834,67.106033,0.544202,0.376342,-0.041983,0.022301,-0.062281
1767717736.228461,67.456070,0.537741,0.331014,-0.040245,0.007409,-0.062203
1767717736.361777,67.528587,0.534820,0.372770,-0.040586,0.025334,-0.058933
1767717736.496915,67.714844,0.520983,0.289683,-0.034615,0.018184,-0.053695
1767717736.631996,68.040596,0.529084,0.319115,-0.042240,0.013559,-0.035315
1767717736.763985,68.145966,0.545819,0.394229,-0.035079,0.016520,-0.034010
1767717736.896659,68.277603,0.531712,0.339855,-0.033582,0.023157,-0.035359
1767717737.057956,68.634270,0.545802,0.336217,-0.038533,0.020249,-0.038900
1767717737.200674,68.758385,0.544979,0.406803,-0.035791,0.029075,-0.037543
1767717737.353325,69.015663,0.541879,0.430204,-0.037173,0.026827,-0.051135
1767717737.516775,69.182419,0.532681,0.284460,-0.038364,0.025934,-0.057093
1767717737.666285,69.513420,0.528024,0.332512,-0.030227,0.022430,-0.049055
1767717737.802215,69.605614,0.513248,0.363925,-0.036169,0.032040,-0.053013
1767717737.938270,69.772217,0.499397,0.343204,-0.033169,0.033891,-0.056323
1767717738.082803,70.065430,0.499102,0.306267,-0.030263,0.030961,-0.056610
1767717738.225379,70.232437,0.506009,0.345878,-0.028750,0.020656,-0.052577
1767717738.365943,70.534599,0.475269,0.335925,-0.018702,0.011616,-0.052369
1767717738.516811,70.642242,0.475002,0.371817,-0.015698,0.017627,-0.051413
1767717738.667331,70.902763,0.459106,0.360488,-0.009481,0.020224,-0.051469
1767717738.855416,71.216911,0.467664,0.315547,0.003940,0.028326,-0.051440
1767717739.014829,71.377594,0.441004,0.397915,0.005805,0.020261,-0.053430
1767717739.181523,71.638542,0.411444,0.410826,0.008957,0.012067,-0.046344
1767717739.352321,71.975471,0.426879,0.389912,0.016414,0.009327,-0.013203
1767717739.525377,72.233856,0.452016,0.415826,0.010738,0.016505,-0.005532
1767717739.687673,72.394905,0.479973,0.342811,0.007213,0.015645,-0.003443
1767717739.836123,72.692070,0.500964,0.304164,-0.002847,0.019761,-0.003199
1767717740.004223,72.775383,0.486947,0.400307,0.000195,0.010125,0.000456
1767717740.169742,73.079567,0.513319,0.474937,0.006894,-0.005539,-0.005580
1767717740.306203,73.207458,0.506315,0.327953,-0.007685,0.012998,-0.016541
1767717740.446141,73.503670,0.496160,0.396856,0.001685,0.019061,-0.014577
1767717740.585385,73.642426,0.512238,0.402451,-0.000211,0.003660,-0.014665
1767717740.725567,73.822639,0.517905,0.397676,-0.005561,0.023698,-0.019724
1767717740.880378,74.096085,0.499177,0.388872,-0.007182,0.024888,-0.021235
1767717741.019607,74.236122,0.518295,0.439450,-0.007645,0.028939,-0.023353
1767717741.161534,74.529320,0.515467,0.445915,-0.015379,0.025122,-0.030539
1767717741.297015,74.703949,0.511095,0.349095,-0.012497,0.030582,-0.028679
1767717741.426127,74.808907,0.503377,0.428148,-0.001581,0.006322,-0.024415
1767717741.573743,75.110664,0.518457,0.388628,-0.013341,0.027316,-0.026662
1767717741.729101,75.261604,0.514993,0.424096,-0.008940,0.047927,-0.027494
1767717741.874097,75.597473,0.513169,0.405491,-0.012481,0.061852,-0.032758
1767717742.024204,75.793434,0.517857,0.329083,-0.012706,0.066242,-0.032703
1767717742.162402,76.056618,0.527352,0.281126,-0.022920,0.041171,-0.040665
1767717742.304362,76.217728,0.526318,0.324234,-0.022859,0.008034,-0.041777
1767717742.446716,76.389763,0.528715,0.367596,-0.027856,-0.012107,-0.045103
1767717742.589609,76.528725,0.557196,0.472769,-0.041463,0.003278,-0.050965
1767717742.723670,76.819366,0.515805,0.363977,-0.036849,0.051251,-0.044554
1767717742.865006,76.963127,0.530020,0.442058,-0.032417,0.008739,-0.051711
1767717742.989389,77.146629,0.494526,0.319438,-0.029443,0.006634,-0.055225
1767717743.136329,77.218216,0.492281,0.521367,-0.015844,0.020513,-0.050019
1767717743.276925,77.532990,0.506519,0.438789,-0.013962,0.034026,-0.032654
